Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCR06,OUT045,678.5371
NCF54,OUT049,3106.0823
DRG23,OUT010,643.938
FDD53,OUT046,661.5024
NCM31,OUT027,2868.0166
FDT16,OUT017,3924.9766
FDR40,OUT035,1294.1101
DRG25,OUT017,3372.233
FDT10,OUT035,1012.89954
FDY32,OUT013,2299.556
FDN50,OUT035,1570.1235
FDZ35,OUT019,341.3966
NCP54,OUT045,2009.8392
NCD07,OUT035,1733.8059
FDS02,OUT018,2951.4907
DRN59,OUT018,616.43427
DRB24,OUT013,2349.6226
FDP37,OUT027,2814.1418
DRB01,OUT018,2706.1873
FDR47,OUT046,3172.8625
NCM31,OUT010,392.64758
NCF06,OUT027,6234.4575
NCV17,OUT027,3219.6365
FDS10,OUT049,2882.024
FDN52,OUT035,1282.0044
FDZ48,OUT013,1907.6133
FDJ48,OUT049,3780.11
DRB13,OUT027,4479.838
FDV59,OUT017,3610.1892
FDL32,OUT035,1753.2399
FDZ12,OUT035,2097.3706
NCR06,OUT027,925.7432
FDP51,OUT017,2025.6646
FDY22,OUT013,1990.2833
FDZ38,OUT049,3337.4766
NCO54,OUT035,955.31976
FDR23,OUT035,2957.5852
FDM38,OUT049,883.2771
FDS25,OUT013,1867.9661
FDZ22,OUT013,1224.6635
FDZ20,OUT019,900.1542
FDD45,OUT010,173.15514
FDN03,OUT049,3794.9631
NCW30,OUT046,3965.5398
FDY24,OUT027,1725.0577
FDJ26,OUT019,1050.9532
FDM15,OUT049,2421.6199
NCW54,OUT027,1790.403
FDA23,OUT045,1677.9279
FDA39,OUT019,260.12366
FDZ12,OUT017,2458.5815
NCB42,OUT046,1994.6328
FDL16,OUT046,799.4885
FDO24,OUT019,675.4569
NCP42,OUT046,3115.4785
FDR19,OUT018,2142.1038
DRL01,OUT045,3501.7788
FDV37,OUT046,2984.8298
FDI41,OUT010,572.53827
FDF58,OUT049,1013.9899
NCF43,OUT018,1843.1788
FDN02,OUT049,3424.0208
NCP41,OUT035,1704.1013
NCY17,OUT027,1297.9647
FDL58,OUT027,4419.5396
NCA30,OUT027,5289.0537
FDE46,OUT018,2177.3423
FDY38,OUT035,4385.238
NCH29,OUT027,2415.5403
FDO20,OUT045,3555.375
FDP44,OUT018,1399.3859
FDM02,OUT027,2475.9236
FDJ14,OUT027,1989.9175
FDH04,OUT010,291.43317
DRK23,OUT046,4469.57
NCW05,OUT046,1728.8636
FDF12,OUT049,2298.1624
FDL51,OUT019,626.72266
FDN03,OUT018,4221.0254
DRJ37,OUT049,2493.6245
FDM12,OUT019,718.692
FDA16,OUT045,3854.199
NCB07,OUT017,3502.4558
NCI17,OUT019,162.99551
FDR51,OUT046,2373.2515
FDJ55,OUT045,4044.0374
NCZ17,OUT013,640.99414
FDU25,OUT013,818.9734
NCG18,OUT045,1642.178
DRM11,OUT017,4410.949
FDH16,OUT035,1570.3098
FDZ04,OUT018,776.6538
NCX53,OUT035,2224.2075
FDX38,OUT027,1114.6282
FDX09,OUT046,2819.448
NCW05,OUT018,1413.612
NCS41,OUT017,3112.841
FDI26,OUT046,2547.548
NCZ41,OUT027,3208.6523
NCK06,OUT046,2011.2809
FDX23,OUT027,2543.6567
NCA42,OUT046,2571.4219
FDC20,OUT049,910.34485
DRC49,OUT018,2137.0684
FDX01,OUT013,1840.2053
FDC08,OUT045,3348.8865
FDC02,OUT017,4480.223
FDK10,OUT045,2878.6355
DRC24,OUT013,2361.0454
FDW16,OUT019,295.8961
NCU06,OUT018,2679.6536
DRA59,OUT045,3045.2246
FDR24,OUT019,340.64694
DRL35,OUT018,517.9318
FDA49,OUT013,1261.142
NCC55,OUT046,576.1705
DRD24,OUT019,486.05743
NCE55,OUT049,2752.3225
FDT33,OUT045,3126.571
NCT53,OUT013,2159.2568
FDS26,OUT046,3910.1667
FDL22,OUT018,1228.1404
FDP44,OUT017,1731.4761
FDC52,OUT018,1970.0784
FDI53,OUT010,445.76978
FDZ23,OUT046,3168.006
NCT18,OUT013,3075.12
FDR13,OUT046,2002.2668
FDB09,OUT010,245.85463
FDZ60,OUT013,1680.2058
FDB11,OUT046,3767.6118
FDC10,OUT018,1800.7301
FDW56,OUT035,3265.4368
FDK14,OUT027,2044.1749
DRE27,OUT027,2682.5417
FDA38,OUT017,4019.6685
FDT11,OUT045,2967.4158
FDP15,OUT035,5052.4023
FDV27,OUT035,1373.472
FDS36,OUT027,2636.735
FDY40,OUT027,1271.9724
NCF19,OUT049,750.3071
FDF53,OUT045,3330.662
FDS14,OUT027,3752.3474
FDE56,OUT046,1079.4762
FDZ19,OUT035,2790.234
FDZ46,OUT013,1853.6615
FDR16,OUT046,3707.5881
FDG29,OUT018,487.02814
NCE30,OUT017,3371.245
FDZ40,OUT046,901.9583
FDG58,OUT018,2291.0872
DRH03,OUT013,1508.9067
FDZ47,OUT045,1554.419
FDV04,OUT018,2486.796
FDZ10,OUT018,1821.1113
FDG46,OUT017,2103.2153
NCF07,OUT045,1530.9338
FDY44,OUT035,3187.9395
FDB21,OUT013,3507.9255
FDS20,OUT035,3429.2656
FDS49,OUT049,1242.9506
FDX55,OUT027,4974.4126
NCQ02,OUT018,2704.2288
FDR25,OUT013,5132.299
DRG39,OUT045,901.5623
FDB46,OUT046,3320.9885
NCC30,OUT018,2734.7935
FDE58,OUT035,2079.4463
FDC05,OUT019,948.44305
FDY15,OUT046,2540.5027
FDG14,OUT046,2388.405
FDL08,OUT049,3611.8203
FDQ47,OUT013,544.2494
FDN12,OUT035,1735.4471
FDW10,OUT013,3105.101
FDD02,OUT035,1878.5645
FDX35,OUT010,779.5576
FDT35,OUT046,2558.3787
DRN47,OUT019,521.2944
FDB11,OUT010,985.9403
FDN20,OUT045,2974.756
FDB59,OUT035,2904.06
FDJ58,OUT045,3095.1555
FDU60,OUT046,2722.289
FDS03,OUT049,1054.3231
FDU40,OUT019,848.5762
DRH15,OUT049,769.08386
FDD04,OUT027,3817.5862
FDQ01,OUT046,3099.2717
FDF28,OUT035,2118.7766
FDD22,OUT010,282.7684
FDY19,OUT046,2005.2019
FDN33,OUT035,1523.4293
FDV36,OUT035,2198.045
FDW01,OUT010,495.55756
FDJ28,OUT049,3317.8872
FDB17,OUT035,3207.5813
FDM40,OUT049,2080.825
FDV46,OUT045,2059.8345
FDQ44,OUT049,1916.6493
NCD42,OUT046,648.8453
DRH37,OUT046,2489.0776
FDR10,OUT018,2343.4824
NCD06,OUT027,1345.2694
FDI53,OUT046,2314.2517
FDG16,OUT035,3699.2012
DRB25,OUT046,1821.1903
FDY09,OUT046,2643.6904
FDX48,OUT045,2480.1716
FDC03,OUT010,606.8328
FDT47,OUT035,1695.8358
FDW44,OUT027,4343.6133
FDT24,OUT017,1147.2177
FDT12,OUT019,845.2156
NCS38,OUT035,1799.7014
FDO39,OUT035,3112.0479
FDA13,OUT046,649.3402
FDO48,OUT035,3801.0925
DRJ01,OUT017,2565.1404
FDD53,OUT018,470.78256
NCT05,OUT049,4269.3496
FDQ51,OUT045,774.1675
FDU60,OUT013,2581.304
FDC59,OUT046,1051.7079
FDP36,OUT035,829.28613
NCM19,OUT017,1832.5079
FDL16,OUT035,741.136
FDE50,OUT018,2767.5415
NCR18,OUT013,626.5467
NCD30,OUT035,1657.8372
FDH31,OUT013,1579.4562
FDD56,OUT019,602.7901
FDC47,OUT049,3898.6196
FDZ21,OUT045,1514.3595
FDM01,OUT049,1659.6034
FDF24,OUT013,1281.2407
FDW23,OUT017,664.4628
FDY52,OUT018,769.36365
DRH37,OUT027,4200.7437
DRO47,OUT027,3001.322
FDR25,OUT049,2322.4636
FDQ24,OUT027,5866.0557
DRJ51,OUT018,3613.74
NCU06,OUT035,3905.5571
NCV18,OUT018,1175.7026
NCC06,OUT027,3150.8855
FDZ01,OUT018,1296.7811
FDT14,OUT017,2007.8569
FDD11,OUT019,730.4657
FDN09,OUT017,4082.4866
NCO18,OUT010,641.7716
FDZ50,OUT045,2953.3477
FDS44,OUT013,3631.3704
FDI36,OUT045,2794.8303
FDA26,OUT010,683.4325
NCY53,OUT049,1787.446
FDF32,OUT049,2620.5454
FDF59,OUT010,319.10236
FDB20,OUT046,1193.7094
DRH11,OUT035,917.48895
FDT03,OUT049,2738.2007
NCH06,OUT035,3831.8965
FDR55,OUT049,3282.5884
FDI10,OUT035,2887.2803
FDZ12,OUT045,2059.5635
FDM12,OUT049,3183.0574
DRB25,OUT045,1579.1427
NCS41,OUT013,3075.12
NCT53,OUT049,2785.8162
NCD55,OUT013,625.61176
FDY08,OUT049,1994.6014
NCP55,OUT049,885.7707
FDA33,OUT013,2194.1924
FDQ33,OUT013,2387.3994
FDE45,OUT027,4774.216
FDT26,OUT013,1991.7069
NCV53,OUT049,4366.6104
FDK60,OUT027,2578.0278
NCJ29,OUT046,1305.8254
FDI15,OUT045,5116.909
FDX21,OUT013,1759.1115
FDV49,OUT019,867.5855
DRO59,OUT046,1267.018
FDZ14,OUT045,2036.2224
FDP32,OUT027,2896.0312
FDC33,OUT017,2850.725
FDT14,OUT010,262.193
NCN54,OUT027,2036.0989
FDR57,OUT027,4054.2437
DRK12,OUT046,569.79987
FDX52,OUT049,3303.9502
FDX08,OUT010,508.82556
FDP10,OUT010,180.81535
NCP50,OUT045,1157.0337
NCL06,OUT013,4761.9004
FDP25,OUT013,3384.1594
FDE53,OUT013,1702.5474
FDL27,OUT017,1113.9135
FDC35,OUT049,2827.898
DRJ47,OUT010,649.15814
FDD16,OUT018,1080.2246
NCN42,OUT049,2309.377
FDC38,OUT027,2868.0166
NCO07,OUT045,3217.89
FDQ20,OUT049,638.69086
FDI32,OUT046,1893.257
FDN20,OUT010,575.9653
DRJ51,OUT027,6596.1895
FDU08,OUT045,1513.4221
DRN37,OUT019,759.0013
FDD05,OUT010,421.6985
FDW15,OUT046,2364.9587
FDI52,OUT046,2103.02
DRM11,OUT049,2961.9048
NCO06,OUT045,591.8894
FDU38,OUT049,3169.2053
FDU59,OUT018,2486.1895
FDJ10,OUT046,2074.4028
FDM13,OUT049,1965.131
NCJ30,OUT019,683.1452
FDM45,OUT018,1826.882
FDP36,OUT045,751.5241
NCD30,OUT010,200.29678
FDN48,OUT017,1535.1179
FDY32,OUT049,2404.63
FDU47,OUT046,2130.8665
FDF17,OUT019,742.91724
FDP34,OUT017,2434.8643
FDA47,OUT049,2573.7273
DRD27,OUT027,2376.5532
FDW38,OUT045,972.1752
FDZ15,OUT019,423.4547
FDZ03,OUT027,5025.0195
NCN19,OUT049,2959.414
FDG02,OUT035,2925.5918
FDS31,OUT035,3652.5063
FDW43,OUT019,1144.2974
FDZ47,OUT010,253.04639
FDO57,OUT017,2566.3188
NCL07,OUT013,596.5233
NCV42,OUT013,1734.7643
FDP40,OUT017,1919.1361
FDP48,OUT019,790.197
FDH21,OUT017,2542.9268
NCP02,OUT049,940.4538
FDK24,OUT049,781.08185
FDC41,OUT045,1116.8953
FDF08,OUT017,1399.5198
FDO49,OUT017,813.0374
FDS56,OUT027,6761.7456
FDX46,OUT018,768.3995
FDQ07,OUT013,3428.172
FDC32,OUT010,244.64879
FDT21,OUT019,1110.3948
FDG58,OUT045,2364.083
FDW14,OUT049,1311.246
DRA12,OUT027,3457.0674
FDV27,OUT013,1214.7701
DRD25,OUT013,1898.8354
DRF48,OUT027,4842.859
FDX24,OUT017,1514.8065
DRJ51,OUT046,3887.1216
FDE45,OUT045,2825.0088
FDE14,OUT046,1707.0533
FDG53,OUT045,1994.2202
FDT08,OUT046,2391.2085
DRC27,OUT027,5233.6987
FDG20,OUT035,2606.0151
FDC21,OUT046,1794.2882
FDV31,OUT018,2620.156
FDB58,OUT045,2168.7437
FDV23,OUT046,2050.7424
FDA25,OUT019,277.9153
FDC15,OUT046,2088.9297
FDU47,OUT049,2129.2322
FDE23,OUT013,689.9462
FDS08,OUT013,2618.4746
FDW03,OUT027,2650.8633
FDJ60,OUT018,2381.069
FDM34,OUT017,2059.3914
FDW33,OUT013,1725.7728
FDZ40,OUT013,806.205
FDE33,OUT018,1008.6894
NCC06,OUT010,384.89062
FDU11,OUT046,1821.8092
FDL44,OUT017,2626.455
NCZ29,OUT017,2017.9832
FDG28,OUT010,778.15906
FDL12,OUT018,783.2967
FDD52,OUT017,1937.9758
FDO15,OUT013,936.6819
NCN29,OUT027,1119.7943
FDW36,OUT013,1625.2438
FDB21,OUT046,3292.1082
FDZ28,OUT013,2087.3445
FDY10,OUT035,1958.9812
DRG39,OUT017,846.27203
FDN28,OUT013,1622.5741
FDV15,OUT035,1740.8422
DRI13,OUT035,3645.1934
FDH20,OUT046,1584.1716
FDY51,OUT013,3229.3298
FDE16,OUT013,3427.772
FDX40,OUT018,476.09906
FDC48,OUT018,1066.0725
FDS14,OUT046,2339.5566
FDX56,OUT017,4086.4792
FDI10,OUT046,2867.9822
FDI14,OUT013,2223.166
DRM48,OUT013,603.83246
NCH07,OUT027,3976.617
FDY26,OUT013,3662.553
FDD02,OUT027,2782.6323
FDM12,OUT046,3178.7168
DRF01,OUT010,603.1297
FDV36,OUT046,2125.5183
DRI59,OUT013,4044.7634
FDV03,OUT018,2319.8638
FDO39,OUT017,3355.8713
NCB07,OUT018,2475.7883
FDH38,OUT027,2909.4685
FDZ13,OUT035,817.3585
NCZ30,OUT046,2008.1741
NCA06,OUT035,586.2019
FDB04,OUT049,1354.6155
FDN50,OUT013,1509.8127
NCG06,OUT049,3917.812
NCY17,OUT018,531.79065
FDC23,OUT046,2516.8955
FDK33,OUT049,3331.2568
FDR03,OUT049,3447.3513
FDZ07,OUT045,1073.9888
FDO38,OUT013,1246.9196
FDS59,OUT046,1794.2882
DRM11,OUT019,855.30896
FDX52,OUT027,5264.784
DRJ35,OUT018,772.6225
NCP53,OUT046,4128.7495
FDW15,OUT019,471.78973
DRI47,OUT045,2665.529
DRZ11,OUT035,1890.8562
FDS02,OUT013,3001.3455
DRD49,OUT018,3741.9082
FDW38,OUT049,911.9802
FDR21,OUT019,380.05396
FDE40,OUT013,888.7054
FDI02,OUT045,1692.4082
FDQ04,OUT045,678.5371
FDY14,OUT017,4060.2063
NCT54,OUT046,1570.9121
DRD25,OUT017,1807.7482
DRE01,OUT045,3687.429
FDJ12,OUT010,1008.5005
NCZ05,OUT049,1815.764
DRB25,OUT019,273.54828
NCC31,OUT045,2647.0916
FDM16,OUT045,1204.4148
DRG11,OUT049,1684.1699
FDV24,OUT027,3706.169
FDV43,OUT046,687.4382
FDG05,OUT018,2259.61
FDV23,OUT010,411.33224
FDI58,OUT018,1251.7355
FDQ11,OUT017,4488.3477
FDC05,OUT027,5280.468
FDF40,OUT013,3916.5645
FDU02,OUT018,3577.5232
FDT32,OUT013,3058.837
NCF06,OUT017,4240.4727
FDT46,OUT013,624.2192
FDR58,OUT010,249.67691
FDY04,OUT046,2527.7593
FDT58,OUT045,2513.7034
FDE46,OUT049,2311.6643
DRH11,OUT017,899.8256
DRI51,OUT046,2748.9595
FDC35,OUT017,3099.3687
FDP45,OUT035,3506.147
FDC45,OUT017,3127.2932
FDU01,OUT045,2727.8792
FDJ53,OUT010,287.34784
FDJ46,OUT017,2880.7976
FDX07,OUT013,3215.5298
NCI30,OUT049,4233.3755
FDE47,OUT027,3345.3093
FDV48,OUT045,1345.539
FDN16,OUT019,283.8894
FDM52,OUT013,2439.4097
FDA32,OUT027,5150.95
FDH05,OUT017,3909.294
FDW25,OUT010,387.96747
FDQ09,OUT046,1725.8479
NCM17,OUT010,208.3462
DRM59,OUT046,2387.6833
FDV47,OUT027,2079.9124
DRE15,OUT035,1193.3594
FDS25,OUT010,206.43297
NCZ05,OUT018,1389.3167
NCV05,OUT019,618.1039
DRM37,OUT046,3357.126
FDV58,OUT027,5243.636
FDN22,OUT027,7488.619
NCO06,OUT049,570.66925
FDT56,OUT019,242.27219
FDM02,OUT013,1283.2798
FDA09,OUT046,2692.5073
NCC06,OUT035,2198.045
NCL54,OUT049,2862.56
NCB55,OUT017,885.405
FDB12,OUT017,1649.5215
NCA54,OUT049,3154.7197
NCS38,OUT049,1744.0111
FDC02,OUT049,4426.043
FDK44,OUT019,324.749
FDE16,OUT035,4058.959
NCS05,OUT035,2147.7607
FDZ59,OUT045,2513.7034
FDI20,OUT017,3858.4927
FDQ14,OUT046,2378.4392
FDF53,OUT017,3047.4495
FDW25,OUT017,1380.0452
NCQ43,OUT010,322.64072
FDX52,OUT013,3176.6223
FDE28,OUT045,3829.3196
FDN15,OUT017,2117.3267
FDO28,OUT017,1817.9015
FDQ33,OUT045,2426.8398
FDM22,OUT010,223.79523
FDJ03,OUT017,740.65875
FDI16,OUT045,972.1752
FDI09,OUT027,5446.9336
FDX55,OUT013,3288.193
FDS23,OUT027,2707.1702
DRC12,OUT045,2946.0532
FDH41,OUT049,3608.3706
FDN01,OUT013,2834.4507
FDV55,OUT045,2571.983
NCJ19,OUT013,826.5061
NCY29,OUT010,250.39948
FDP03,OUT018,1748.8011
FDZ52,OUT045,1692.4082
FDH31,OUT010,315.4462
FDQ19,OUT018,3483.992
FDS15,OUT035,1759.9851
FDN32,OUT017,3322.759
FDH32,OUT049,1519.7379
FDF33,OUT017,1752.1206
FDJ22,OUT046,3099.8872
FDG56,OUT010,281.921
FDC05,OUT046,3172.8625
FDK09,OUT013,3106.9685
NCV29,OUT045,2797.1804
NCC43,OUT019,1058.9487
NCA42,OUT049,2747.6504
FDC10,OUT046,1899.6312
FDC16,OUT013,1230.3501
NCL17,OUT013,2190.4814
FDA51,OUT035,1831.6008
FDW01,OUT017,2356.5813
NCF30,OUT045,1960.9382
FDN49,OUT013,582.6206
FDY20,OUT045,1360.0759
FDC15,OUT045,1817.6414
FDY24,OUT046,880.2299
NCG43,OUT017,1568.2382
FDA48,OUT013,3302.0354
NCF55,OUT017,636.4037
FDL38,OUT049,1358.2201
NCQ29,OUT018,3612.5266
FDC34,OUT017,2593.8025
FDP36,OUT027,1312.5137
FDN50,OUT010,209.76955
FDO23,OUT049,1470.2943
FDT56,OUT013,786.5901
FDT13,OUT027,5011.7573
FDZ03,OUT013,3002.1978
FDQ03,OUT010,905.72754
FDU44,OUT045,2488.6218
FDD03,OUT049,4231.503
NCH30,OUT013,1866.1508
FDS60,OUT010,493.46512
FDG08,OUT046,2799.882
FDX38,OUT017,774.7763
FDD22,OUT017,1828.599
FDW51,OUT013,2984.881
FDL09,OUT017,2432.2769
FDZ60,OUT045,1582.3835
NCH07,OUT046,2461.0674
NCQ41,OUT049,3184.2786
FDW04,OUT049,1936.9932
FDI08,OUT027,5602.435
FDR19,OUT019,406.0203
FDV13,OUT046,1370.3054
FDB52,OUT017,3457.571
FDZ48,OUT027,2993.7385
NCO14,OUT049,770.4958
FDZ50,OUT013,3392.973
FDN27,OUT019,500.8423
FDQ60,OUT013,2004.0311
FDR49,OUT017,800.7808
DRJ35,OUT027,1669.5896
DRI49,OUT017,1476.9678
FDB47,OUT017,3958.9478
FDP37,OUT010,316.46167
FDR26,OUT049,2382.6714
FDY31,OUT019,532.6083
FDC11,OUT045,1372.4769
DRP47,OUT035,4617.875
NCY54,OUT018,1779.1929
FDR27,OUT046,2059.0022
FDQ21,OUT019,381.49686
NCQ29,OUT035,3693.9072
FDJ02,OUT046,2329.892
FDE21,OUT018,1695.3545
FDM39,OUT046,2345.5894
FDZ01,OUT017,1724.8855
NCB19,OUT018,1184.8512
FDU03,OUT046,2987.7466
FDP27,OUT049,3219.7117
DRF01,OUT045,2561.987
FDM03,OUT049,1593.7494
FDV01,OUT046,2394.5366
FDS16,OUT046,2488.7678
FDO45,OUT035,1408.4803
NCX06,OUT035,2914.9858
FDP13,OUT046,512.1239
NCR38,OUT018,3919.3186
FDA01,OUT013,781.1671
FDT26,OUT017,1750.8038
FDD44,OUT027,6177.43
FDB26,OUT013,793.6912
FDP45,OUT019,826.1261
NCP55,OUT046,857.721
FDT23,OUT017,1381.1952
FDO51,OUT045,665.5089
FDA44,OUT046,913.58844
NCJ31,OUT018,3576.0676
FDX37,OUT045,1564.547
NCD18,OUT049,3557.9778
FDN40,OUT027,3661.2131
FDL33,OUT017,3126.834
DRF48,OUT035,3146.9336
FDW08,OUT035,1748.7627
FDX39,OUT018,2729.2336
FDB38,OUT049,2826.5847
FDY46,OUT018,2720.2131
NCB06,OUT049,2592.17
FDA34,OUT035,3057.9468
FDA35,OUT045,1905.4708
FDQ07,OUT035,3634.3237
FDU32,OUT045,2083.6462
FDU26,OUT013,2075.7395
FDU13,OUT010,483.14862
FDO09,OUT035,3602.58
FDW03,OUT019,344.11487
FDB38,OUT013,2358.2961
FDL26,OUT010,558.94214
NCN43,OUT045,2056.997
FDH08,OUT045,4140.864
NCC31,OUT019,578.7236
FDH14,OUT035,2238.438
FDL40,OUT017,1483.1862
FDD20,OUT035,2128.507
NCV53,OUT035,4401.6655
FDD16,OUT045,1158.2275
FDP24,OUT035,1963.1061
FDQ25,OUT045,3103.6174
FDM38,OUT035,871.7645
NCT18,OUT010,600.0157
FDM34,OUT049,2023.5935
DRH37,OUT010,653.803
NCE07,OUT013,2409.677
FDG12,OUT013,1960.6783
FDB59,OUT010,708.93353
FDS10,OUT018,2681.9873
FDN21,OUT010,870.8484
FDM02,OUT045,1310.3999
FDO44,OUT049,1735.2333
NCN17,OUT017,1658.7756
FDH16,OUT018,1281.1996
FDL44,OUT046,2550.4514
FDY47,OUT017,1897.2617
DRI39,OUT046,936.6083
NCX54,OUT018,1451.8422
FDE59,OUT046,622.77563
FDO46,OUT045,2887.268
DRE13,OUT046,1402.0712
FDW14,OUT013,1363.3612
FDF35,OUT046,1612.2391
FDO50,OUT019,291.2245
DRF49,OUT017,1828.599
FDT60,OUT049,1981.2706
FDP38,OUT045,750.3071
FDA31,OUT027,4305.369
FDY52,OUT010,264.087
FDD03,OUT027,6212.753
FDN52,OUT018,1064.904
FDU20,OUT010,357.14722
FDD22,OUT035,1735.4471
NCB55,OUT019,183.51212
FDN27,OUT045,1755.4299
FDD16,OUT013,1245.1892
FDW48,OUT046,1165.856
DRN35,OUT045,587.17236
FDX25,OUT049,3215.8608
DRD49,OUT049,3660.1047
FDE21,OUT019,335.8807
FDN44,OUT035,2759.7175
DRC01,OUT049,801.93304
NCK30,OUT046,3954.551
FDU39,OUT013,799.2374
FDB49,OUT013,1457.6288
FDS12,OUT045,1979.092
FDR57,OUT018,2406.1982
FDX22,OUT027,6156.5576
FDC60,OUT013,1352.268
NCE42,OUT049,3121.843
NCK42,OUT049,3301.1375
DRE01,OUT017,3716.7864
FDE57,OUT018,1906.7623
DRK59,OUT019,501.93552
FDB10,OUT027,5517.465
FDQ25,OUT046,2334.6624
FDY26,OUT017,4424.171
FDG28,OUT049,3810.953
FDM14,OUT049,1631.4247
NCH29,OUT049,1549.6307
FDD48,OUT049,1899.2246
FDC17,OUT045,3734.892
DRH49,OUT027,2111.3142
FDN44,OUT018,2458.9097
FDC29,OUT045,1916.0857
DRK01,OUT019,309.88718
FDD48,OUT017,1897.9335
FDB59,OUT013,3066.2715
FDY45,OUT010,979.4794
FDX60,OUT035,1365.5889
FDT09,OUT010,548.85236
DRB24,OUT018,2164.2112
FDL13,OUT035,4107.1455
FDN16,OUT035,1745.5466
FDK57,OUT013,2024.3916
FDO22,OUT027,1956.8165
FDC57,OUT010,576.2651
FDZ13,OUT027,1287.2396
FDW27,OUT013,2254.7822
FDX10,OUT049,597.86395
FDY08,OUT018,1823.4658
FDA49,OUT017,1399.5198
FDC32,OUT018,1325.9365
FDO04,OUT035,951.76276
NCZ54,OUT013,2287.6003
FDY40,OUT045,781.08185
FDW36,OUT045,1475.7146
FDE11,OUT017,3090.3318
DRE37,OUT045,3022.6272
NCK19,OUT017,3375.5151
FDT19,OUT035,2787.5986
FDE56,OUT045,1034.4142
FDZ57,OUT010,295.31082
FDB35,OUT035,1570.3098
FDF09,OUT010,241.9886
FDO34,OUT046,2775.9397
FDA55,OUT046,3640.4563
NCM18,OUT035,1031.7161
FDJ20,OUT019,544.8609
DRQ35,OUT019,622.27435
FDG02,OUT013,2952.1213
NCU29,OUT018,2180.0977
FDL27,OUT027,1501.9668
NCA54,OUT035,3327.24
FDJ32,OUT035,1067.1545
FDB21,OUT019,602.7935
FDR46,OUT035,2569.7405
FDZ32,OUT046,1766.7928
DRF36,OUT017,3167.6843
NCU54,OUT017,3653.387
NCI31,OUT017,594.1714
DRA59,OUT035,2810.642
NCC55,OUT045,648.5939
FDE44,OUT018,653.7663
NCN26,OUT018,1605.6833
FDC11,OUT049,1236.8308
FDV24,OUT035,2470.9475
FDR40,OUT019,294.2575
NCQ17,OUT049,2592.17
FDC46,OUT045,3116.1897
NCM18,OUT046,1118.7406
FDK16,OUT046,1571.3958
FDI28,OUT017,1163.0498
FDS11,OUT018,3256.5825
DRD13,OUT046,1038.5673
FDL36,OUT035,1418.4174
FDI27,OUT013,719.031
FDJ53,OUT019,454.71475
FDS44,OUT045,3465.9978
FDE28,OUT046,3210.5938
FDQ33,OUT018,2192.0457
FDB37,OUT017,4381.6504
FDQ31,OUT045,1348.9825
NCQ05,OUT046,2319.5466
FDE10,OUT013,2199.775
FDF38,OUT017,682.16486
FDE50,OUT019,723.0158
DRG37,OUT010,551.0443
NCH06,OUT049,4036.9531
FDY14,OUT045,4427.177
FDO27,OUT017,1605.3652
FDQ19,OUT049,3984.5764
FDZ26,OUT019,516.71735
FDN51,OUT013,4839.6875
FDK20,OUT035,2180.1538
FDD40,OUT018,2768.2705
DRI25,OUT018,746.0463
FDH56,OUT017,1838.727
FDI36,OUT027,5216.8306
DRH11,OUT018,730.922
NCV18,OUT017,1450.0349
DRI01,OUT049,2935.5537
DRE48,OUT049,2680.726
FDS51,OUT035,997.66974
FDM38,OUT017,761.9336
FDB60,OUT027,5222.158
FDY58,OUT035,4224.146
FDY22,OUT045,2091.4954
FDF11,OUT027,5916.5796
FDZ51,OUT035,1638.8242
FDQ45,OUT017,3054.4062
FDF17,OUT035,3075.3972
NCF31,OUT027,3573.8909
FDA37,OUT013,1890.264
FDO51,OUT046,667.9951
FDF34,OUT013,2853.1177
FDD57,OUT018,1331.1926
FDO37,OUT046,3449.976
FDR49,OUT049,803.0221
FDS39,OUT049,2168.9072
FDI48,OUT027,1559.4058
DRM35,OUT049,3003.281
FDV57,OUT035,3101.848
FDZ55,OUT013,2487.3586
FDI28,OUT035,1289.076
FDS21,OUT045,1035.2101
FDT34,OUT013,1529.583
DRI25,OUT035,907.4091
FDT47,OUT010,242.43086
DRH39,OUT045,1141.1199
NCD54,OUT045,2502.5593
FDU16,OUT027,2355.4744
NCW29,OUT045,2022.5332
FDV25,OUT027,5737.976
FDM56,OUT035,1675.3551
FDZ04,OUT027,1811.3376
FDG59,OUT019,276.71954
FDI56,OUT045,1336.7267
FDS33,OUT035,1473.9723
FDC23,OUT049,2712.9277
FDT11,OUT049,3270.9207
FDG17,OUT045,4152.263
FDZ44,OUT045,1788.6772
FDJ52,OUT013,2491.9758
DRI23,OUT046,2402.8826
DRE15,OUT010,409.1649
NCF07,OUT013,1630.1968
NCR29,OUT049,874.83594
FDE44,OUT019,146.21951
FDT23,OUT035,1273.2997
NCG06,OUT017,3732.6523
NCU41,OUT010,668.8853
FDH46,OUT017,1734.5964
FDV31,OUT013,3288.1123
NCT41,OUT027,4182.183
FDE22,OUT027,3886.6907
FDC26,OUT045,1582.3835
DRF51,OUT017,605.1743
NCY53,OUT019,416.0767
FDY21,OUT017,3479.8472
FDL27,OUT013,872.8968
FDZ34,OUT049,3260.642
NCF43,OUT010,594.94696
FDC21,OUT035,1735.6587
FDL26,OUT013,2313.3423
FDT25,OUT010,251.5071
NCR30,OUT046,1337.2617
DRL23,OUT019,325.67795
NCR05,OUT049,3124.4092
NCE19,OUT018,752.96716
FDY07,OUT035,719.9592
